"","Fraud","Amount","card_freq_1","card_freq_3","card_freq_7","card_freq_14","card_freq_30","merchant_freq_1","merchant_freq_3","merchant_freq_7","merchant_freq_14","merchant_freq_30","merchant_card_1","merchant_card_3","merchant_card_7","merchant_card_14","merchant_card_30","card_merchant_1","card_merchant_3","card_merchant_7","card_merchant_14","card_merchant_30","Avg_Amount_Card_1","Avg_Amount_Card_3","Avg_Amount_Card_7","Avg_Amount_Card_14","Avg_Amount_Card_30","Total_Amount_Card_1","Total_Amount_Card_3","Total_Amount_Card_7","Total_Amount_Card_14","Total_Amount_Card_30","Median_Amount_Card_1","Median_Amount_Card_3","Median_Amount_Card_7","Median_Amount_Card_14","Median_Amount_Card_30","Max_Amount_Card_1","Max_Amount_Card_3","Max_Amount_Card_7","Max_Amount_Card_14","Max_Amount_Card_30","Avg_Amount_Merch_1","Avg_Amount_Merch_3","Avg_Amount_Merch_7","Avg_Amount_Merch_14","Avg_Amount_Merch_30","Total_Amount_Merch_1","Total_Amount_Merch_3","Total_Amount_Merch_7","Total_Amount_Merch_14","Total_Amount_Merch_30","Median_Amount_Merch_1","Median_Amount_Merch_3","Median_Amount_Merch_7","Median_Amount_Merch_14","Median_Amount_Merch_30","Max_Amount_Merch_1","Max_Amount_Merch_3","Max_Amount_Merch_7","Max_Amount_Merch_14","Max_Amount_Merch_30","zip_card_1","zip_card_3","zip_card_7","zip_card_14","zip_card_30","zip_merchant_1","zip_merchant_3","zip_merchant_7","zip_merchant_14","zip_merchant_30"
"61411","Yes",841.22,3,5,11,25,31,2,4,7,12,12,2,2,3,6,9,1,1,1,1,1,0.683309461,0.673025535,0.902273572,1.236124785,1.448795144,0.22776982,0.134605107,0.08202487,0.049444991,0.046735327,1,1,1.047870551,1.601988155,2.568218593,0.295403308,0.295403308,0.295403308,0.295403308,0.295403308,1844.46,0.538797182,0.64127363,0.701717897,0.701717897,0.228039643,0.134699296,0.091610519,0.058476491,0.058476491,0.456079286,0.648419073,1,1.02337577,1.02337577,0.295403308,0.295403308,0.295403308,0.295403308,0.295403308,2,2,3,6,9,1,1,1,1,1
"61427","Yes",787.5,1,3,3,6,19,18,38,39,39,43,1,1,1,3,12,9,15,15,15,16,1,1.28095992,1.28095992,1.602721744,2.132376205,1,0.42698664,0.42698664,0.267120291,0.112230327,1,1,1,1.935317392,2.715798186,1,0.99173866,0.99173866,0.99173866,0.99173866,843.4733333,1.110967973,1.139776598,1.139776598,1.238114286,0.05186886,0.029235999,0.029225041,0.029225041,0.028793355,1.49019311,2.094693443,2.098880597,2.098880597,2.961973897,0.283175594,0.283175594,0.283175594,0.283175594,0.283175594,1,1,1,3,12,1,1,1,1,1
"61446","Yes",197.2,2,2,2,2,4,18,38,39,39,43,1,1,1,1,2,9,15,15,15,16,0.151587363,0.151587363,0.151587363,0.151587363,0.209907261,0.075793681,0.075793681,0.075793681,0.075793681,0.052476815,0.151587363,0.151587363,0.151587363,0.151587363,0.299650509,0.082009482,0.082009482,0.082009482,0.082009482,0.082009482,843.4733333,0.278200488,0.285414534,0.285414534,0.310039539,0.012988621,0.007321065,0.007318321,0.007318321,0.007210222,0.373163278,0.524537837,0.525586354,0.525586354,0.741715876,0.070910765,0.070910765,0.070910765,0.070910765,0.070910765,1,1,1,1,2,1,1,1,1,1
"61472","Yes",376.7,6,9,14,24,38,18,38,39,39,43,4,7,10,15,22,9,15,15,15,16,1.215834575,0.845412857,0.815830875,0.631639399,0.65599148,0.202639096,0.093934762,0.058273634,0.026318308,0.017262934,1.169149597,1.399331352,1.359437026,1.141169343,1.014721134,0.726701005,0.184928817,0.184928817,0.152501478,0.152501478,843.4733333,0.531430648,0.545211231,0.545211231,0.592250986,0.024811428,0.013985017,0.013979775,0.013979775,0.013773279,0.712832692,1.001994946,1.003997868,1.003997868,1.416857863,0.135456821,0.135456821,0.135456821,0.135456821,0.135456821,4,7,10,15,21,1,1,1,1,1
"61473","Yes",195.24,1,4,4,6,9,18,38,39,39,43,1,4,4,5,7,9,15,15,15,16,1,0.605174859,0.605174859,0.812980596,0.69938665,1,0.151293715,0.151293715,0.135496766,0.077709628,1,0.854666433,0.854666433,1.160071301,1.072747253,1,0.237157607,0.237157607,0.237157607,0.232409204,843.4733333,0.275435412,0.282577756,0.282577756,0.30695801,0.012859525,0.0072483,0.007245583,0.007245583,0.007138558,0.369454353,0.519324378,0.520362473,0.520362473,0.734343852,0.070205972,0.070205972,0.070205972,0.070205972,0.070205972,1,4,4,5,7,1,1,1,1,1
"61505","Yes",2847.7,3,5,11,25,31,2,4,7,12,12,2,2,3,6,9,1,1,1,1,1,2.313140858,2.278327685,3.0543787,4.184532644,4.904464862,0.771046953,0.455665537,0.277670791,0.167381306,0.158208544,3.385202444,3.385202444,3.547253952,5.423054217,8.693939857,1,1,1,1,1,1844.46,1.823937539,2.170841061,2.375457141,2.375457141,0.771960357,0.455984385,0.310120152,0.197954762,0.197954762,1.543920714,2.19502983,3.385202444,3.464334159,3.464334159,1,1,1,1,1,2,2,3,6,9,1,1,1,1,1
"61511","Yes",2404.6,2,2,2,2,4,18,38,39,39,43,1,1,1,1,2,9,15,15,15,16,1.848412637,1.848412637,1.848412637,1.848412637,2.559548678,0.924206319,0.924206319,0.924206319,0.924206319,0.63988717,1.848412637,1.848412637,1.848412637,1.848412637,3.653851998,1,1,1,1,1,843.4733333,3.39229662,3.480262613,3.480262613,3.78053284,0.158379505,0.089270964,0.089237503,0.089237503,0.087919368,4.550245527,6.396063306,6.408848614,6.408848614,9.044269756,0.864665439,0.864665439,0.864665439,0.864665439,0.864665439,1,1,1,1,2,1,1,1,1,1
"61518","Yes",537.83,7,13,16,30,53,18,38,39,39,43,2,3,6,11,26,9,15,15,15,16,0.567382524,0.864687011,1.020435316,1.466866432,1.572847039,0.081054646,0.066514385,0.063777207,0.048895548,0.029676359,1,2.022905931,2.027137553,2.046926736,2.048798141,0.193397244,0.193397244,0.193397244,0.193397244,0.193397244,843.4733333,0.758745276,0.778420378,0.778420378,0.84558096,0.035424291,0.019966981,0.019959497,0.019959497,0.019664673,1.017740394,1.430589174,1.433448827,1.433448827,2.022905931,0.193397244,0.193397244,0.193397244,0.193397244,0.193397244,2,3,6,10,24,1,1,1,1,1
"61545","Yes",2215.45,2,8,13,20,41,18,38,39,39,43,1,5,9,12,26,9,15,15,15,16,1.613489382,1.949664433,2.949377679,2.83271395,3.835256589,0.806744691,0.243708054,0.226875206,0.141635697,0.093542844,1.613489382,2.408975007,4.688783069,4.380220845,7.211281818,1,1,1,0.926578837,0.926578837,843.4733333,3.125452694,3.20649913,3.20649913,3.48314958,0.145921099,0.082248755,0.082217926,0.082217926,0.081003479,4.192315334,5.892937891,5.904717484,5.904717484,8.332831835,0.796649358,0.796649358,0.796649358,0.796649358,0.796649358,1,5,9,12,25,1,1,1,1,1
"61547","Yes",1532.66,7,13,16,30,53,18,38,39,39,43,2,3,6,11,26,9,15,15,15,16,1.616876149,2.46410798,2.907945618,4.180145224,4.482159312,0.230982307,0.189546768,0.181746601,0.139338174,0.084569044,2.849710875,5.764697032,5.776755932,5.833149382,5.838482344,0.55112623,0.55112623,0.55112623,0.55112623,0.55112623,843.4733333,2.162204665,2.218273017,2.218273017,2.409661259,0.100948986,0.056900123,0.056878795,0.056878795,0.056038634,2.900265869,4.076765527,4.084914712,4.084914712,5.764697032,0.55112623,0.55112623,0.55112623,0.55112623,0.55112623,2,3,6,10,24,1,1,1,1,1
"61562","Yes",4221.38,12,12,15,17,29,1,1,1,1,1,11,11,14,15,20,1,1,1,1,1,0.938124054,0.938124054,1.143509383,1.153602777,1.502272859,0.078177005,0.078177005,0.076233959,0.067858987,0.051802512,0.91267161,0.91267161,0.96744977,0.96744977,1.722660681,0.715434781,0.715434781,0.715434781,0.646720879,0.486838888,4221.38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,13,14,19,1,1,1,1,1
"61591","Yes",585.31,2,2,2,3,5,18,38,39,39,43,2,2,2,3,4,9,15,15,15,16,1.908816671,1.908816671,1.908816671,2.260262335,2.88907865,0.954408336,0.954408336,0.954408336,0.753420778,0.57781573,1.908816671,1.908816671,1.908816671,3.577689487,3.577689487,1,1,1,1,1,843.4733333,0.825727828,0.847139861,0.847139861,0.920229425,0.038551571,0.02172968,0.021721535,0.021721535,0.021400684,1.107587212,1.556882564,1.55999467,1.55999467,2.20148945,0.210470485,0.210470485,0.210470485,0.210470485,0.210470485,2,2,2,3,4,1,1,1,1,1
"61674","Yes",895.41,1,1,1,1,1,18,38,39,39,43,1,1,1,1,1,9,15,15,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,843.4733333,1.263202328,1.295958557,1.295958557,1.407771318,0.058976375,0.033242167,0.033229707,0.033229707,0.032738868,1.694392143,2.381726293,2.386487207,2.386487207,3.367848949,0.321978741,0.321978741,0.321978741,0.321978741,0.321978741,1,1,1,1,1,1,1,1,1,1
"61720","Yes",3706.02,12,12,15,17,29,4,7,7,7,7,11,11,14,15,20,3,6,6,6,6,0.823594774,0.823594774,1.003905984,1.012767144,1.318870431,0.068632898,0.068632898,0.066927066,0.059574538,0.045478291,0.801249649,0.801249649,0.84934031,0.84934031,1.512352581,0.628092142,0.628092142,0.628092142,0.56776706,0.42740399,2692.215,1.648390569,1.648390569,1.648390569,1.648390569,0.344142277,0.235484367,0.235484367,0.235484367,0.235484367,1.643314813,1.555843829,1.555843829,1.555843829,1.555843829,0.628092142,0.628092142,0.628092142,0.628092142,0.628092142,10,10,13,14,19,1,1,1,1,1
"61730","Yes",265.09,7,13,16,30,53,18,38,39,39,43,2,3,6,11,26,9,15,15,15,16,0.279656087,0.426193927,0.502960411,0.72300099,0.775237569,0.03995087,0.032784148,0.031435026,0.024100033,0.014627124,0.492888087,0.997066235,0.999151951,1.008905804,1.009828197,0.095323198,0.095323198,0.095323198,0.095323198,0.095323198,843.4733333,0.373976508,0.383674131,0.383674131,0.416776782,0.017460211,0.009841487,0.009837798,0.009837798,0.009692483,0.501632116,0.705120362,0.706529851,0.706529851,0.997066235,0.095323198,0.095323198,0.095323198,0.095323198,0.095323198,2,3,6,10,24,1,1,1,1,1
"61752","Yes",4706.76,12,12,15,17,29,1,1,1,1,1,11,11,14,15,20,1,1,1,1,1,1.045990831,1.045990831,1.274991643,1.28624559,1.675006231,0.087165903,0.087165903,0.084999443,0.075661505,0.057758836,1.017611831,1.017611831,1.078688457,1.078688457,1.920734544,0.797696443,0.797696443,0.797696443,0.721081724,0.542816284,4706.76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,13,14,19,1,1,1,1,1
"61831","Yes",2780.96,7,13,16,30,53,18,38,39,39,43,2,3,6,11,26,9,15,15,15,16,2.933767369,4.471041019,5.276369479,7.584732858,8.132727259,0.419109624,0.343926232,0.329773092,0.252824429,0.153447684,5.170704498,10.4598488,10.48172927,10.58405328,10.59372976,1,1,1,1,1,843.4733333,3.923247613,4.024981751,4.024981751,4.372249275,0.183168539,0.103243358,0.10320466,0.10320466,0.101680216,5.262434834,7.397153877,7.411940299,7.411940299,10.4598488,1,1,1,1,1,2,3,6,10,24,1,1,1,1,1
"61872","Yes",4543.84,12,12,15,17,29,1,1,1,1,1,11,11,14,15,20,1,1,1,1,1,1.009784858,1.009784858,1.230859026,1.241723428,1.617027491,0.084148738,0.084148738,0.082057268,0.073042555,0.055759569,0.982388169,0.982388169,1.041350687,1.041350687,1.854250153,0.770084943,0.770084943,0.770084943,0.696122169,0.524027217,4543.84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,13,14,19,1,1,1,1,1
"61877","Yes",5899.78,12,12,15,17,29,1,1,1,1,1,11,11,14,15,20,1,1,1,1,1,1.311117581,1.311117581,1.598163109,1.612269588,2.099569186,0.109259798,0.109259798,0.106544207,0.094839388,0.072398937,1.27554537,1.27554537,1.352103057,1.352103057,2.407582126,0.999888144,0.999888144,0.999888144,0.903853932,0.680403644,5899.78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,10,13,14,19,1,1,1,1,1
"61917","Yes",4882.46,22,34,36,38,50,2,3,6,12,53,20,31,33,34,40,2,3,6,9,33,1.103273694,1.096767599,1.152224099,1.164966248,1.383926491,0.050148804,0.032257871,0.032006225,0.030657007,0.02767853,1.002565727,1.007976135,1.0163629,1.0163629,1.078647466,0.855441846,0.827473883,0.827473883,0.747999191,0.56307923,2670.41,2.525684686,4.133433607,6.614970346,8.402012168,0.914177973,0.841894895,0.688905601,0.551247529,0.158528531,1.828355945,10.64760659,10.64981296,11.67284681,11.91105365,1,1,1,1,1,21,31,33,34,40,1,1,1,1,1
"61928","Yes",4330.02,22,34,36,38,50,1,2,2,2,2,20,31,33,34,40,1,2,2,2,2,0.978440614,0.97267067,1.021852384,1.033152787,1.227338142,0.044474573,0.028607961,0.028384788,0.027188231,0.024546763,0.88912754,0.893925771,0.901363592,0.901363592,0.956600791,0.758650414,0.733846967,0.733846967,0.663364668,0.499368008,4330.02,1.532745017,1.532745017,1.532745017,1.532745017,1,0.766372508,0.766372508,0.766372508,0.766372508,1,1.532745017,1.532745017,1.532745017,1.532745017,1,1,1,1,1,21,31,33,34,40,1,1,1,1,1
"61990","Yes",5670.5,22,34,36,38,50,1,1,1,1,1,20,31,33,34,40,1,1,1,1,1,1.281344543,1.273788351,1.338195654,1.352994415,1.607295332,0.058242934,0.037464363,0.037172101,0.035605116,0.032145907,1.164382085,1.170665745,1.180406153,1.180406153,1.252743587,0.99351208,0.961030025,0.961030025,0.868727939,0.653961481,5670.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,31,33,34,40,1,1,1,1,1
"62022","Yes",4287.8,22,34,36,38,50,1,1,1,1,1,20,31,33,34,40,1,1,1,1,1,0.968900297,0.963186613,1.011888779,1.023078997,1.215370942,0.044040923,0.028329018,0.028108022,0.026923132,0.024307419,0.880458073,0.885209519,0.892574818,0.892574818,0.947273424,0.751253169,0.726691569,0.726691569,0.656896509,0.494498904,4287.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,31,33,34,40,1,1,1,1,1
"62057","Yes",4950.39,22,34,36,38,50,1,1,1,1,1,20,31,33,34,40,1,1,1,1,1,1.118623616,1.112027002,1.168255071,1.181174504,1.403181155,0.050846528,0.032706677,0.03245153,0.03108354,0.028063623,1.016514492,1.022000175,1.030503627,1.030503627,1.093654761,0.867343667,0.838986584,0.838986584,0.758406155,0.570913389,4950.39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,31,33,34,40,1,1,1,1,1
"62065","Yes",4870.68,22,34,36,38,50,12,25,41,99,217,20,31,33,34,40,10,23,34,66,123,1.100611805,1.094121408,1.149444106,1.162155513,1.380587467,0.050027809,0.032180041,0.031929003,0.03058304,0.027611749,1.000146818,1.005544172,1.013910703,1.013910703,1.076044993,0.853377906,0.825477422,0.825477422,0.74619448,0.561720678,1142.6,6.52240636,6.525311091,8.176138261,0.328593401,0.355233678,0.260896254,0.159153929,0.082587255,0.001514255,16.05895153,26.47108696,19.48272,14.07060319,17.39528571,1,1,1,1,0.001570151,21,31,33,34,40,8,14,18,31,55
"62087","Yes",152.37,1,6,10,26,31,1,5,7,13,13,1,2,2,6,8,1,1,1,1,1,1,0.142804257,0.171960031,0.230788052,0.264999035,1,0.023800709,0.017196003,0.008876464,0.008548356,1,0.185363836,0.212825097,0.301016427,0.536514085,1,0.053506338,0.053506338,0.053506338,0.053506338,152.37,0.119084836,0.120550246,0.136250703,0.136250703,1,0.023816967,0.017221464,0.010480823,0.010480823,1,0.181129788,0.181129788,0.189800571,0.189800571,1,0.053506338,0.053506338,0.053506338,0.053506338,1,2,2,6,8,1,1,1,1,1
"62139","Yes",4869.25,22,34,36,38,50,12,25,41,99,217,20,31,33,34,40,10,23,34,66,123,1.100288673,1.093800181,1.149106637,1.161814312,1.380182135,0.050013121,0.032170594,0.031919629,0.030574061,0.027603643,0.999853182,1.005248951,1.013613025,1.013613025,1.075729073,0.85312736,0.825235067,0.825235067,0.745975402,0.561555761,1142.6,6.520491423,6.523395302,8.1737378,0.328496928,0.355129383,0.260819657,0.159107202,0.082563008,0.001513811,16.05423673,26.46331522,19.477,14.06647215,17.39017857,0.999706406,0.999706406,0.999706406,0.999706406,0.00156969,21,31,33,34,40,8,14,18,31,55
"62146","Yes",1688.45,3,7,12,17,25,1,1,1,1,1,2,5,10,11,11,1,1,1,1,1,2.897051674,0.466401853,0.653953223,0.919663068,1.342125303,0.965683891,0.066628836,0.054496102,0.054097828,0.053685012,56.28166667,1,1.516555964,15.61933395,56.28166667,1,0.135211428,0.135211428,0.135211428,0.135211428,1688.45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,9,10,10,1,1,1,1,1
"62155","Yes",3672.79,22,34,36,38,50,1,1,3,4,11,20,31,33,34,40,1,1,3,4,8,0.829928476,0.825034321,0.866751012,0.876336189,1.041047213,0.037724022,0.024265715,0.024076417,0.023061479,0.020820944,0.754171745,0.758241679,0.764550554,0.764550554,0.811403601,0.643499027,0.622460359,0.622460359,0.562676181,0.423571676,3672.79,1,1.780545231,2.369327932,2.945309311,1,1,0.593515077,0.592331983,0.267755392,1,1,1.500040842,2.920231692,2.928999793,1,1,1,1,1,21,31,33,34,40,1,1,1,1,1
"62169","Yes",4962.4,22,34,36,38,50,1,1,2,2,2,20,31,33,34,40,1,1,2,2,2,1.121337477,1.114724859,1.171089342,1.184040117,1.406585373,0.050969885,0.032786025,0.032530259,0.03115895,0.028131707,1.018980629,1.024479621,1.033003702,1.033003702,1.096308046,0.869447905,0.841022025,0.841022025,0.760246103,0.572298466,4962.4,1,1.753064613,1.753064613,1.753064613,1,1,0.876532306,0.876532306,0.876532306,1,1,1.753064613,1.753064613,1.753064613,1,1,1,1,1,21,31,33,34,40,1,1,1,1,1
"62180","Yes",5430.98,22,34,36,38,50,1,1,2,2,2,20,31,33,34,40,1,1,2,2,2,1.227220984,1.219983962,1.281670722,1.295844389,1.539403722,0.055782772,0.035881881,0.035601965,0.034101168,0.030788074,1.11519898,1.12121722,1.130546197,1.130546197,1.199828122,0.951546466,0.920436442,0.920436442,0.832033165,0.626338369,5430.98,1,1.571468667,1.571468667,1.571468667,1,1,0.785734334,0.785734334,0.785734334,1,1,1.571468667,1.571468667,1.571468667,1,1,1,1,1,21,31,33,34,40,1,1,1,1,1
"62199","Yes",5008.05,22,34,36,38,50,1,2,2,4,6,20,31,33,34,40,1,2,2,2,2,1.13165286,1.124979411,1.181862401,1.194932313,1.419524802,0.051438766,0.03308763,0.032829511,0.031445587,0.028390496,1.028354413,1.033903991,1.042506487,1.042506487,1.106393179,0.877446111,0.848758737,0.848758737,0.767239742,0.577563142,5008.05,1.469056402,1.469056402,2.495586797,3.282424653,1,0.734528201,0.734528201,0.623896699,0.547070775,1,1.469056402,1.469056402,3.824398625,6.212498062,1,1,1,1,1,21,31,33,34,40,1,1,1,1,1
"62242","Yes",3767.24,22,34,36,38,50,1,1,1,1,1,20,31,33,34,40,1,1,1,1,1,0.851271037,0.846251023,0.889040507,0.898872177,1.067818934,0.038694138,0.024889736,0.02469557,0.023654531,0.021356379,0.773566134,0.777740732,0.784211847,0.784211847,0.832269773,0.660047341,0.63846764,0.63846764,0.577146044,0.434464306,3767.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,31,33,34,40,1,1,1,1,1
"62267","Yes",4582.74,22,34,36,38,50,1,2,2,2,24,20,31,33,34,40,1,2,2,2,18,1.035546935,1.029440231,1.081492417,1.093452363,1.298971274,0.047070315,0.030277654,0.030041456,0.028775062,0.025979425,0.941021137,0.946099415,0.953971342,0.953971342,1.012432439,0.802928763,0.776677671,0.776677671,0.702081699,0.528513436,4582.74,0.536928054,0.536928054,0.536928054,3.453391701,1,0.268464027,0.268464027,0.268464027,0.143891321,1,0.536928054,0.536928054,0.536928054,7.974143031,1,0.366986774,0.366986774,0.366986774,0.366986774,21,31,33,34,40,1,1,1,1,1
"62348","Yes",712.66,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,0.915617898,0.915617898,0.915617898,0.915617898,0.915617898,0.101735322,0.101735322,0.101735322,0.101735322,0.101735322,0.910573053,0.910573053,0.910573053,0.910573053,0.910573053,0.827001184,0.827001184,0.827001184,0.827001184,0.827001184,778.3377778,0.915617898,0.915617898,0.915617898,0.915617898,0.101735322,0.101735322,0.101735322,0.101735322,0.101735322,0.910573053,0.910573053,0.910573053,0.910573053,0.910573053,0.827001184,0.827001184,0.827001184,0.827001184,0.827001184,1,1,1,1,1,1,1,1,1,1
"62358","Yes",720.5,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,0.925690646,0.925690646,0.925690646,0.925690646,0.925690646,0.102854516,0.102854516,0.102854516,0.102854516,0.102854516,0.920590302,0.920590302,0.920590302,0.920590302,0.920590302,0.836099055,0.836099055,0.836099055,0.836099055,0.836099055,778.3377778,0.925690646,0.925690646,0.925690646,0.925690646,0.102854516,0.102854516,0.102854516,0.102854516,0.102854516,0.920590302,0.920590302,0.920590302,0.920590302,0.920590302,0.836099055,0.836099055,0.836099055,0.836099055,0.836099055,1,1,1,1,1,1,1,1,1,1
"62362","Yes",782.65,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,1.005540297,1.005540297,1.005540297,1.005540297,1.005540297,0.1117267,0.1117267,0.1117267,0.1117267,0.1117267,1,1,1,1,1,0.908220577,0.908220577,0.908220577,0.908220577,0.908220577,778.3377778,1.005540297,1.005540297,1.005540297,1.005540297,0.1117267,0.1117267,0.1117267,0.1117267,0.1117267,1,1,1,1,1,0.908220577,0.908220577,0.908220577,0.908220577,0.908220577,1,1,1,1,1,1,1,1,1,1
"62366","Yes",731.51,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,1,1,1,1,0.939836175,0.939836175,0.939836175,0.939836175,0.939836175,0.104426242,0.104426242,0.104426242,0.104426242,0.104426242,0.934657893,0.934657893,0.934657893,0.934657893,0.934657893,0.848875531,0.848875531,0.848875531,0.848875531,0.848875531,778.3377778,0.939836175,0.939836175,0.939836175,0.939836175,0.104426242,0.104426242,0.104426242,0.104426242,0.104426242,0.934657893,0.934657893,0.934657893,0.934657893,0.934657893,0.848875531,0.848875531,0.848875531,0.848875531,0.848875531,1,1,1,1,1,1,1,1,1,1
"62396","Yes",599.94,1,6,12,18,25,1,1,1,1,1,1,5,10,12,12,1,1,1,1,1,1,0.149126343,0.242267446,0.339471359,0.468395887,1,0.02485439,0.020188954,0.01885952,0.018735835,1,0.524333702,1.054209352,3.127619643,19.998,1,0.04804332,0.04804332,0.04804332,0.04804332,599.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,11,11,1,1,1,1,1
"62404","Yes",693.41,2,6,8,22,32,2,5,7,12,15,1,2,2,6,7,1,1,1,1,1,1.377562778,0.857406056,0.748759217,0.945235289,1.196359558,0.688781389,0.142901009,0.093594902,0.04296524,0.037386236,1.377562778,1.377562778,0.9268948,1.177506453,2.064119547,1,0.243498262,0.243498262,0.243498262,0.243498262,503.36,0.715149102,0.655550994,0.614925973,0.669112302,0.688781389,0.14302982,0.093650142,0.051243831,0.044607487,1.377562778,1,0.863750171,0.9268948,1,1,0.243498262,0.243498262,0.243498262,0.243498262,1,2,2,6,7,1,1,1,1,1
"62473","Yes",892.31,10,19,19,19,19,10,19,19,19,19,1,1,1,1,1,1,1,1,1,1,1.113978317,1.129118171,1.129118171,1.129118171,1.129118171,0.111397832,0.059427272,0.059427272,0.059427272,0.059427272,1.101760105,1.138862299,1.138862299,1.138862299,1.138862299,1,1,1,1,1,801.012,1.129118171,1.129118171,1.129118171,1.129118171,0.111397832,0.059427272,0.059427272,0.059427272,0.059427272,1.101760105,1.138862299,1.138862299,1.138862299,1.138862299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"62494","Yes",726.74,10,19,19,19,19,10,19,19,19,19,1,1,1,1,1,1,1,1,1,1,0.907277294,0.919607916,0.919607916,0.919607916,0.919607916,0.090727729,0.048400417,0.048400417,0.048400417,0.048400417,0.897326197,0.927544001,0.927544001,0.927544001,0.927544001,0.814447894,0.814447894,0.814447894,0.814447894,0.814447894,801.012,0.919607916,0.919607916,0.919607916,0.919607916,0.090727729,0.048400417,0.048400417,0.048400417,0.048400417,0.897326197,0.927544001,0.927544001,0.927544001,0.927544001,0.814447894,0.814447894,0.814447894,0.814447894,0.814447894,1,1,1,1,1,1,1,1,1,1
"62504","Yes",320.91,1,5,13,19,26,1,1,1,1,1,1,4,11,13,13,1,1,1,1,1,1,0.601112651,0.138888963,0.189758153,0.257982988,1,0.12022253,0.010683766,0.009987271,0.009922423,1,1,0.596221017,1.164658489,10.697,1,0.190061891,0.02569854,0.02569854,0.02569854,320.91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,12,12,1,1,1,1,1
"62551","Yes",859.62,10,19,19,19,19,10,19,19,19,19,1,1,1,1,1,1,1,1,1,1,1.073167443,1.087752645,1.087752645,1.087752645,1.087752645,0.107316744,0.057250139,0.057250139,0.057250139,0.057250139,1.061396848,1.097139794,1.097139794,1.097139794,1.097139794,0.96336475,0.96336475,0.96336475,0.96336475,0.96336475,801.012,1.087752645,1.087752645,1.087752645,1.087752645,0.107316744,0.057250139,0.057250139,0.057250139,0.057250139,1.061396848,1.097139794,1.097139794,1.097139794,1.097139794,0.96336475,0.96336475,0.96336475,0.96336475,0.96336475,1,1,1,1,1,1,1,1,1,1
"62553","Yes",809.96,10,19,19,19,19,10,19,19,19,19,1,1,1,1,1,1,1,1,1,1,1.011170869,1.024913487,1.024913487,1.024913487,1.024913487,0.101117087,0.053942815,0.053942815,0.053942815,0.053942815,1.000080257,1.033758344,1.033758344,1.033758344,1.033758344,0.907711446,0.907711446,0.907711446,0.907711446,0.907711446,801.012,1.024913487,1.024913487,1.024913487,1.024913487,0.101117087,0.053942815,0.053942815,0.053942815,0.053942815,1.000080257,1.033758344,1.033758344,1.033758344,1.033758344,0.907711446,0.907711446,0.907711446,0.907711446,0.907711446,1,1,1,1,1,1,1,1,1,1
"62566","Yes",506.05,1,4,9,23,33,1,4,8,13,16,1,1,2,6,7,1,1,1,1,1,1,1.21563352,0.575443353,0.699261816,0.876472518,1,0.30390838,0.06393815,0.030402688,0.026559773,1,1.235232376,0.729799109,0.902500357,1.411339804,1,0.729799109,0.177704814,0.177704814,0.177704814,506.05,1.21563352,0.511787781,0.468643924,0.504449948,1,0.30390838,0.063973473,0.036049533,0.031528122,1,1.235232376,0.676446999,0.729799109,0.765293006,1,0.729799109,0.177704814,0.177704814,0.177704814,1,1,2,6,7,1,1,1,1,1
"62656","Yes",5750.7,1,3,13,19,27,1,1,5,24,61,1,3,11,14,14,1,1,4,13,27,1,2.585920813,2.105159562,2.886546763,4.076090894,1,0.861973604,0.161935351,0.151923514,0.150966329,1,9.585458546,9.585458546,17.91997756,191.69,1,1,0.460517254,0.460517254,0.460517254,5750.7,1,3.769107047,13.42680364,20.42601471,1,1,0.753821409,0.559450152,0.3348527,1,1,18.93608614,48.65228426,49.74653979,1,1,1,1,1,1,3,10,13,13,1,1,1,1,1
